Applied time(s),Measured Current(A)
0.0,1.8788800000000002e-10
0.999999,1.8788800000000002e-10
1.9999989999999999,1.8788800000000002e-10
2.999999,2.1607100000000002e-10
3.999999,2.3486e-10
4.999999,2.3486e-10
5.999999,9.39441e-13
6.999999,1.878882e-12
7.999999,1.878882e-12
8.999998999999999,9.39441e-13
9.999998999999999,9.39441e-13
10.999998999999999,1.878882e-12
11.999998999999999,1.878882e-12
12.999998999999999,1.878882e-12
13.999998999999999,1.878882e-12
14.999998999999999,1.878882e-12
15.999998999999999,1.878882e-12
16.999997999999998,1.878882e-12
17.999997999999998,2.818323e-12
18.999997999999998,2.818323e-12
19.999997999999998,1.878882e-12
20.999997999999998,1.878882e-12
21.999997999999998,1.878882e-12
22.999997999999998,2.818323e-12
23.999997999999998,2.818323e-12
24.999997999999998,1.878882e-12
25.999997999999998,2.818323e-12
26.999997999999998,1.878882e-12
27.999997999999998,2.818323e-12
28.999997999999998,3.757764e-12
29.999997999999998,0.0
30.999997999999998,1.878882e-12
31.999997999999998,2.818323e-12
32.999998,1.878882e-12
33.999995999999996,2.818323e-12
34.999995999999996,1.878882e-12
35.999995999999996,1.878882e-12
36.999995999999996,2.818323e-12
37.999995999999996,2.818323e-12
38.999995999999996,1.878882e-12
39.999995999999996,1.878882e-12
40.999995999999996,1.878882e-12
41.999995999999996,2.818323e-12
42.999995999999996,2.818323e-12
43.999995999999996,2.818323e-12
44.999995999999996,2.818323e-12
45.999995999999996,2.818323e-12
46.999995999999996,2.818323e-12
47.999995999999996,2.818323e-12
48.999995999999996,2.818323e-12
49.999995999999996,2.818323e-12
50.999995999999996,2.818323e-12
51.999995999999996,2.818323e-12
52.999995999999996,2.818323e-12
53.999995999999996,2.818323e-12
54.999995999999996,2.818323e-12
55.999995999999996,2.818323e-12
56.999995999999996,2.818323e-12
57.999995999999996,2.818323e-12
58.999995999999996,2.818323e-12
59.999995999999996,2.818323e-12
60.999995999999996,2.818323e-12
61.999995999999996,2.818323e-12
62.999995999999996,2.818323e-12
63.999995999999996,2.818323e-12
64.999996,2.818323e-12
65.999996,2.818323e-12
66.999996,2.818323e-12
67.99999199999999,2.818323e-12
68.99999199999999,2.818323e-12
69.99999199999999,2.818323e-12
70.99999199999999,2.818323e-12
71.99999199999999,2.818323e-12
72.99999199999999,2.818323e-12
73.99999199999999,3.757764e-12
74.99999199999999,2.818323e-12
75.99999199999999,2.818323e-12
76.99999199999999,2.818323e-12
77.99999199999999,2.818323e-12
78.99999199999999,2.818323e-12
79.99999199999999,2.818323e-12
80.99999199999999,2.818323e-12
81.99999199999999,2.818323e-12
82.99999199999999,2.818323e-12
83.99999199999999,2.818323e-12
84.99999199999999,2.818323e-12
85.99999199999999,2.818323e-12
86.99999199999999,2.818323e-12
87.99999199999999,2.818323e-12
88.99999199999999,2.818323e-12
89.99999199999999,3.757764e-12
90.99999199999999,3.757764e-12
91.99999199999999,2.818323e-12
92.99999199999999,3.757764e-12
93.99999199999999,2.818323e-12
94.99999199999999,3.757764e-12
95.99999199999999,3.757764e-12
96.99999199999999,3.757764e-12
97.99999199999999,3.757764e-12
98.99999199999999,2.818323e-12
99.99999199999999,2.818323e-12
100.99999199999999,2.818323e-12
101.99999199999999,2.818323e-12
102.99999199999999,2.818323e-12
103.99999199999999,3.757764e-12
104.99999199999999,1.878882e-12
105.99999199999999,1.878882e-12
106.99999199999999,2.818323e-12
107.99999199999999,2.818323e-12
108.99999199999999,2.818323e-12
109.99999199999999,2.818323e-12
110.99999199999999,1.878882e-12
111.99999199999999,2.818323e-12
112.99999199999999,2.818323e-12
113.99999199999999,2.818323e-12
114.99999199999999,2.818323e-12
115.99999199999999,1.878882e-12
116.99999199999999,2.818323e-12
117.99999199999999,2.818323e-12
118.99999199999999,2.818323e-12
