Applied time(s),Measured Current(A)
0.0,3.569875e-09
0.999999,2.53649e-09
1.9999989999999999,2.53649e-09
2.999999,2.686801e-09
3.999999,2.686801e-09
4.999999,2.686801e-09
5.999999,2.6680120000000004e-09
6.999999,2.7243780000000002e-09
7.999999,2.7337730000000003e-09
8.999998999999999,2.630434e-09
9.999998999999999,2.7337730000000003e-09
10.999998999999999,2.677406e-09
11.999998999999999,2.677406e-09
12.999998999999999,2.752562e-09
13.999998999999999,2.705589e-09
14.999998999999999,2.7619560000000002e-09
15.999998999999999,2.8559e-09
16.999997999999998,2.6961950000000003e-09
17.999997999999998,2.9216610000000003e-09
18.999997999999998,2.686801e-09
19.999997999999998,2.7337730000000003e-09
20.999997999999998,2.8465060000000003e-09
21.999997999999998,2.752562e-09
22.999997999999998,2.4707290000000003e-09
23.999997999999998,3.3162260000000002e-09
24.999997999999998,2.677406e-09
25.999997999999998,2.5083070000000003e-09
26.999997999999998,2.686801e-09
27.999997999999998,2.630434e-09
28.999997999999998,2.639829e-09
29.999997999999998,2.6492230000000002e-09
30.999997999999998,2.639829e-09
31.999997999999998,2.639829e-09
32.999998,2.630434e-09
33.999995999999996,2.592856e-09
34.999995999999996,2.6210400000000003e-09
35.999995999999996,2.6116450000000002e-09
36.999995999999996,2.6586170000000004e-09
37.999995999999996,1.8506980000000002e-09
38.999995999999996,2.5834620000000003e-09
39.999995999999996,2.7713500000000004e-09
40.999995999999996,2.8559e-09
41.999995999999996,3.2504650000000003e-09
42.999995999999996,7.797350000000001e-10
43.999995999999996,7.571893e-09
44.999995999999996,3.053183e-09
45.999995999999996,2.639829e-09
46.999995999999996,2.6116450000000002e-09
47.999995999999996,2.6210400000000003e-09
48.999995999999996,2.630434e-09
49.999995999999996,2.6210400000000003e-09
50.999995999999996,2.592856e-09
51.999995999999996,2.630434e-09
52.999995999999996,2.602251e-09
53.999995999999996,2.592856e-09
54.999995999999996,2.592856e-09
55.999995999999996,2.6116450000000002e-09
56.999995999999996,2.592856e-09
57.999995999999996,2.6116450000000002e-09
58.999995999999996,2.5834620000000003e-09
59.999995999999996,2.639829e-09
60.999995999999996,2.630434e-09
61.999995999999996,2.602251e-09
62.999995999999996,2.602251e-09
63.999995999999996,2.592856e-09
64.999996,2.602251e-09
65.999996,2.574068e-09
66.999996,2.592856e-09
67.99999199999999,2.574068e-09
68.99999199999999,2.574068e-09
69.99999199999999,2.592856e-09
70.99999199999999,2.5834620000000003e-09
71.99999199999999,2.5834620000000003e-09
72.99999199999999,2.5552790000000004e-09
73.99999199999999,2.630434e-09
74.99999199999999,2.630434e-09
75.99999199999999,2.30163e-09
76.99999199999999,2.574068e-09
77.99999199999999,2.592856e-09
78.99999199999999,2.677406e-09
79.99999199999999,2.6586170000000004e-09
80.99999199999999,2.8559e-09
81.99999199999999,2.5552790000000004e-09
82.99999199999999,2.574068e-09
83.99999199999999,2.574068e-09
84.99999199999999,2.592856e-09
85.99999199999999,2.6680120000000004e-09
86.99999199999999,2.6116450000000002e-09
87.99999199999999,2.4331520000000002e-09
88.99999199999999,2.8371110000000003e-09
89.99999199999999,5.185713e-09
90.99999199999999,3.466537e-09
91.99999199999999,2.6680120000000004e-09
92.99999199999999,2.602251e-09
93.99999199999999,2.53649e-09
94.99999199999999,2.574068e-09
95.99999199999999,2.5552790000000004e-09
96.99999199999999,2.5458840000000003e-09
97.99999199999999,2.5834620000000003e-09
98.99999199999999,2.574068e-09
99.99999199999999,2.574068e-09
100.99999199999999,2.574068e-09
101.99999199999999,2.3579960000000003e-09
102.99999199999999,2.5458840000000003e-09
103.99999199999999,2.564673e-09
104.99999199999999,2.5458840000000003e-09
105.99999199999999,2.53649e-09
106.99999199999999,2.5458840000000003e-09
107.99999199999999,2.527096e-09
108.99999199999999,2.5458840000000003e-09
109.99999199999999,2.5458840000000003e-09
110.99999199999999,2.527096e-09
111.99999199999999,2.5458840000000003e-09
112.99999199999999,2.5458840000000003e-09
113.99999199999999,2.53649e-09
114.99999199999999,2.53649e-09
115.99999199999999,2.53649e-09
116.99999199999999,2.53649e-09
117.99999199999999,2.53649e-09
118.99999199999999,2.53649e-09
Average,2.5383688000000002e-09
