Applied time(s),Measured Current(A)
0.0,1.8788800000000002e-10
0.999999,1.8788800000000002e-10
1.9999989999999999,1.8788800000000002e-10
2.999999,2.1607100000000002e-10
3.999999,2.1607100000000002e-10
4.999999,2.3486e-10
5.999999,1.878882e-12
6.999999,1.878882e-12
7.999999,1.878882e-12
8.999998999999999,1.878882e-12
9.999998999999999,1.878882e-12
10.999998999999999,1.878882e-12
11.999998999999999,1.878882e-12
12.999998999999999,1.878882e-12
13.999998999999999,1.878882e-12
14.999998999999999,1.878882e-12
15.999998999999999,2.818323e-12
16.999997999999998,1.878882e-12
17.999997999999998,1.878882e-12
18.999997999999998,2.818323e-12
