Applied Potential(V),Measured Current(A)
0.0,0.0
0.010007779000000001,0.0
0.020015558000000003,0.0
0.030023338000000004,1.3152173600000002e-10
0.040031116000000005,7.515528e-11
0.050038896000000006,7.515528e-11
0.06004667600000001,3.757764e-11
0.070054456,8.454968800000001e-11
0.08006223200000001,1.3152173600000002e-10
0.09007000800000001,2.25465e-10
0.10007779200000001,-7.515528e-11
0.11008556800000001,8.454968800000001e-11
0.12009335200000001,4.6972048000000006e-11
0.130101128,6.576086800000001e-11
0.14010799999999998,6.576086800000001e-11
0.150116,7.515528e-11
0.160124,4.6972048000000006e-11
0.170132,4.6972048000000006e-11
0.18014,7.515528e-11
0.19014699999999998,4.6972048000000006e-11
0.200155,5.6366460000000007e-11
0.210163,6.576086800000001e-11
0.22017099999999998,7.515528e-11
0.230178,6.576086800000001e-11
0.24018599999999998,3.757764e-11
0.25019399999999997,3.757764e-11
0.260202,5.6366460000000007e-11
0.27021,4.6972048000000006e-11
0.280217,4.6972048000000006e-11
0.290225,4.6972048000000006e-11
0.30023299999999997,5.6366460000000007e-11
0.310241,7.515528e-11
0.320248,6.576086800000001e-11
0.330256,4.6972048000000006e-11
0.340264,3.757764e-11
0.350272,5.6366460000000007e-11
0.36028,5.6366460000000007e-11
0.370287,7.515528e-11
0.380295,6.576086800000001e-11
0.39030299999999996,5.6366460000000007e-11
0.400311,6.576086800000001e-11
0.41031799999999996,6.576086800000001e-11
0.420326,6.576086800000001e-11
0.430334,6.576086800000001e-11
0.44034199999999996,8.454968800000001e-11
0.45035,8.454968800000001e-11
0.46035699999999996,8.454968800000001e-11
0.470365,8.454968800000001e-11
0.480373,7.515528e-11
0.49038099999999996,7.515528e-11
0.5003879999999999,8.454968800000001e-11
0.510396,9.394409600000001e-11
0.520404,9.394409600000001e-11
0.530412,8.454968800000001e-11
0.54042,6.576086800000001e-11
0.550427,9.394409600000001e-11
0.560435,9.394409600000001e-11
0.5704429999999999,1.1273292000000001e-10
0.5804509999999999,1.1273292000000001e-10
0.5904579999999999,1.1273292000000001e-10
0.6004659999999999,8.454968800000001e-11
0.610474,1.0333851200000001e-10
0.620482,1.2212732e-10
0.63049,1.1273292000000001e-10
0.640497,1.1273292000000001e-10
0.650505,1.3152173600000002e-10
