Applied time(s),Measured Current(A)
0.0,-9.394409600000001e-11
0.999999,-9.394409600000001e-11
1.9999989999999999,-9.394409600000001e-11
2.999999,8.454968800000001e-11
3.999999,8.454968800000001e-11
4.999999,7.515528e-11
5.999999,6.576086800000001e-11
6.999999,8.454968800000001e-11
7.999999,9.394409600000001e-11
8.999998999999999,8.454968800000001e-11
9.999998999999999,8.454968800000001e-11
10.999998999999999,9.394409600000001e-11
11.999998999999999,8.454968800000001e-11
12.999998999999999,7.515528e-11
13.999998999999999,9.394409600000001e-11
14.999998999999999,8.454968800000001e-11
15.999998999999999,8.454968800000001e-11
16.999997999999998,7.515528e-11
17.999997999999998,9.394409600000001e-11
18.999997999999998,9.394409600000001e-11
19.999997999999998,8.454968800000001e-11
20.999997999999998,8.454968800000001e-11
21.999997999999998,8.454968800000001e-11
22.999997999999998,8.454968800000001e-11
23.999997999999998,9.394409600000001e-11
24.999997999999998,8.454968800000001e-11
25.999997999999998,8.454968800000001e-11
26.999997999999998,8.454968800000001e-11
27.999997999999998,7.515528e-11
28.999997999999998,8.454968800000001e-11
29.999997999999998,9.394409600000001e-11
30.999997999999998,9.394409600000001e-11
31.999997999999998,9.394409600000001e-11
32.999998,1.0333851200000001e-10
33.999995999999996,8.454968800000001e-11
34.999995999999996,8.454968800000001e-11
35.999995999999996,7.515528e-11
36.999995999999996,8.454968800000001e-11
37.999995999999996,9.394409600000001e-11
38.999995999999996,7.515528e-11
39.999995999999996,8.454968800000001e-11
40.999995999999996,7.515528e-11
41.999995999999996,8.454968800000001e-11
42.999995999999996,8.454968800000001e-11
43.999995999999996,1.0333851200000001e-10
44.999995999999996,9.394409600000001e-11
45.999995999999996,1.0333851200000001e-10
46.999995999999996,8.454968800000001e-11
47.999995999999996,9.394409600000001e-11
48.999995999999996,9.394409600000001e-11
49.999995999999996,1.1273292000000001e-10
50.999995999999996,1.0333851200000001e-10
51.999995999999996,9.394409600000001e-11
52.999995999999996,8.454968800000001e-11
53.999995999999996,9.394409600000001e-11
54.999995999999996,1.1273292000000001e-10
55.999995999999996,1.0333851200000001e-10
56.999995999999996,9.394409600000001e-11
57.999995999999996,1.1273292000000001e-10
58.999995999999996,1.0333851200000001e-10
59.999995999999996,1.2212732e-10
60.999995999999996,1.0333851200000001e-10
61.999995999999996,1.0333851200000001e-10
62.999995999999996,1.1273292000000001e-10
63.999995999999996,1.1273292000000001e-10
64.999996,1.0333851200000001e-10
65.999996,8.454968800000001e-11
66.999996,9.394409600000001e-11
67.99999199999999,9.394409600000001e-11
68.99999199999999,8.454968800000001e-11
69.99999199999999,7.515528e-11
70.99999199999999,9.394409600000001e-11
71.99999199999999,9.394409600000001e-11
72.99999199999999,8.454968800000001e-11
73.99999199999999,9.394409600000001e-11
74.99999199999999,9.394409600000001e-11
75.99999199999999,9.394409600000001e-11
76.99999199999999,1.0333851200000001e-10
77.99999199999999,9.394409600000001e-11
78.99999199999999,9.394409600000001e-11
79.99999199999999,9.394409600000001e-11
80.99999199999999,8.454968800000001e-11
81.99999199999999,9.394409600000001e-11
82.99999199999999,7.515528e-11
83.99999199999999,7.515528e-11
84.99999199999999,9.394409600000001e-11
85.99999199999999,8.454968800000001e-11
86.99999199999999,9.394409600000001e-11
87.99999199999999,9.394409600000001e-11
88.99999199999999,1.0333851200000001e-10
89.99999199999999,9.394409600000001e-11
90.99999199999999,9.394409600000001e-11
91.99999199999999,1.0333851200000001e-10
92.99999199999999,9.394409600000001e-11
93.99999199999999,1.0333851200000001e-10
94.99999199999999,1.0333851200000001e-10
95.99999199999999,1.0333851200000001e-10
96.99999199999999,1.0333851200000001e-10
97.99999199999999,1.0333851200000001e-10
98.99999199999999,1.0333851200000001e-10
99.99999199999999,1.1273292000000001e-10
100.99999199999999,1.0333851200000001e-10
101.99999199999999,1.1273292000000001e-10
102.99999199999999,1.2212732e-10
103.99999199999999,1.2212732e-10
104.99999199999999,1.1273292000000001e-10
105.99999199999999,1.2212732e-10
106.99999199999999,1.1273292000000001e-10
107.99999199999999,8.454968800000001e-11
108.99999199999999,1.0333851200000001e-10
109.99999199999999,1.2212732e-10
110.99999199999999,1.2212732e-10
111.99999199999999,9.394409600000001e-11
112.99999199999999,1.0333851200000001e-10
113.99999199999999,8.454968800000001e-11
114.99999199999999,9.394409600000001e-11
115.99999199999999,9.394409600000001e-11
116.99999199999999,1.0333851200000001e-10
117.99999199999999,1.2212732e-10
118.99999199999999,1.0333851200000001e-10
