Applied Potential(V),Measured Current(A)
0.0,1.40916e-10
0.010007779000000001,1.40916e-10
0.020015558000000003,1.40916e-10
0.030023338000000004,1.40916e-10
0.040031116000000005,1.5031000000000002e-10
0.050038896000000006,1.59704e-10
0.06004667600000001,1.59704e-10
0.070054456,1.5031000000000002e-10
0.08006223200000001,1.5031000000000002e-10
0.09007000800000001,1.5031000000000002e-10
0.10007779200000001,1.5031000000000002e-10
0.11008556800000001,1.7849300000000002e-10
0.12009335200000001,1.69099e-10
0.130101128,1.7849300000000002e-10
0.14010799999999998,1.69099e-10
0.150116,1.7849300000000002e-10
0.160124,1.69099e-10
0.170132,1.8788800000000002e-10
0.18014,1.69099e-10
0.19014699999999998,1.7849300000000002e-10
0.200155,1.7849300000000002e-10
0.210163,1.69099e-10
0.22017099999999998,1.7849300000000002e-10
0.230178,1.59704e-10
0.24018599999999998,1.69099e-10
0.25019399999999997,1.69099e-10
0.260202,1.7849300000000002e-10
0.27021,1.8788800000000002e-10
0.280217,1.69099e-10
0.290225,1.8788800000000002e-10
0.30023299999999997,1.7849300000000002e-10
0.310241,1.8788800000000002e-10
0.320248,1.7849300000000002e-10
0.330256,1.69099e-10
0.340264,1.8788800000000002e-10
0.350272,1.69099e-10
0.36028,1.7849300000000002e-10
0.370287,1.8788800000000002e-10
0.380295,1.7849300000000002e-10
0.39030299999999996,1.8788800000000002e-10
0.400311,1.7849300000000002e-10
0.41031799999999996,1.69099e-10
0.420326,1.69099e-10
0.430334,1.7849300000000002e-10
0.44034199999999996,1.8788800000000002e-10
0.45035,1.8788800000000002e-10
0.46035699999999996,1.7849300000000002e-10
0.470365,1.7849300000000002e-10
0.480373,1.7849300000000002e-10
0.49038099999999996,1.8788800000000002e-10
0.5003879999999999,1.8788800000000002e-10
0.510396,1.7849300000000002e-10
0.520404,1.7849300000000002e-10
0.530412,1.8788800000000002e-10
0.54042,1.8788800000000002e-10
0.550427,1.97282e-10
0.560435,1.8788800000000002e-10
0.5704429999999999,1.69099e-10
0.5804509999999999,1.69099e-10
0.5904579999999999,1.69099e-10
0.6004659999999999,1.7849300000000002e-10
0.610474,1.69099e-10
0.620482,1.7849300000000002e-10
0.63049,1.59704e-10
0.640497,1.8788800000000002e-10
0.650505,1.59704e-10
0.660513,1.5031000000000002e-10
0.6705209999999999,1.69099e-10
0.680528,1.8788800000000002e-10
0.6905359999999999,1.59704e-10
0.700544,1.59704e-10
0.710552,1.5031000000000002e-10
0.72056,1.59704e-10
0.730567,1.69099e-10
0.740575,1.59704e-10
0.750583,1.69099e-10
0.760591,1.59704e-10
0.770598,1.59704e-10
0.7806059999999999,1.59704e-10
0.7906139999999999,1.5031000000000002e-10
0.800622,1.5031000000000002e-10
0.81063,1.40916e-10
0.820637,1.59704e-10
0.830645,1.3152173600000002e-10
0.840653,1.5031000000000002e-10
0.850661,1.40916e-10
0.860668,1.40916e-10
0.870676,1.5031000000000002e-10
0.8806839999999999,1.3152173600000002e-10
0.8906919999999999,1.40916e-10
0.9007,1.2212732e-10
0.9107069999999999,1.2212732e-10
0.920715,1.2212732e-10
0.930723,1.3152173600000002e-10
0.940731,1.2212732e-10
0.950738,1.1273292000000001e-10
0.960746,1.1273292000000001e-10
0.970754,1.2212732e-10
0.9807619999999999,1.2212732e-10
0.9907699999999999,1.2212732e-10
1.000777,1.2212732e-10
1.010785,1.1273292000000001e-10
1.020793,1.1273292000000001e-10
1.0308009999999999,1.0333851200000001e-10
1.0408089999999999,9.394409600000001e-11
1.050816,1.0333851200000001e-10
1.060824,1.2212732e-10
1.070832,9.394409600000001e-11
1.08084,9.394409600000001e-11
1.090847,1.1273292000000001e-10
1.100855,1.1273292000000001e-10
1.110863,1.1273292000000001e-10
1.120871,1.0333851200000001e-10
1.130879,1.1273292000000001e-10
1.1408859999999998,1.0333851200000001e-10
1.1508939999999999,1.0333851200000001e-10
1.1609019999999999,1.0333851200000001e-10
1.17091,9.394409600000001e-11
1.180917,9.394409600000001e-11
1.190925,7.515528e-11
1.200933,1.0333851200000001e-10
1.210941,9.394409600000001e-11
1.2209489999999998,1.0333851200000001e-10
1.230956,1.0333851200000001e-10
1.240964,1.2212732e-10
1.250972,1.0333851200000001e-10
1.26098,9.394409600000001e-11
1.2709869999999999,1.0333851200000001e-10
1.2809949999999999,9.394409600000001e-11
1.291003,1.1273292000000001e-10
1.301011,9.394409600000001e-11
1.311019,1.0333851200000001e-10
1.321026,1.0333851200000001e-10
1.331034,9.394409600000001e-11
1.3410419999999998,8.454968800000001e-11
1.3510499999999999,9.394409600000001e-11
1.361057,9.394409600000001e-11
1.371065,1.0333851200000001e-10
1.381073,1.0333851200000001e-10
1.391081,1.2212732e-10
1.401089,1.0333851200000001e-10
1.411096,1.0333851200000001e-10
1.421104,8.454968800000001e-11
1.431112,1.1273292000000001e-10
1.44112,9.394409600000001e-11
1.4511269999999998,1.0333851200000001e-10
1.4611349999999999,1.1273292000000001e-10
1.4711429999999999,8.454968800000001e-11
1.4811509999999999,9.394409600000001e-11
1.491159,1.0333851200000001e-10
1.501166,9.394409600000001e-11
1.511174,1.0333851200000001e-10
1.521182,1.0333851200000001e-10
1.5311899999999998,1.0333851200000001e-10
1.541197,1.0333851200000001e-10
1.551205,9.394409600000001e-11
1.561213,1.1273292000000001e-10
1.571221,1.0333851200000001e-10
1.581229,1.0333851200000001e-10
1.5912359999999999,1.0333851200000001e-10
1.601244,1.1273292000000001e-10
1.611252,1.1273292000000001e-10
1.62126,1.2212732e-10
1.631267,1.0333851200000001e-10
1.6412749999999998,1.1273292000000001e-10
1.6512829999999998,1.1273292000000001e-10
1.6612909999999999,1.1273292000000001e-10
1.6712989999999999,1.0333851200000001e-10
1.681306,1.2212732e-10
1.691314,1.1273292000000001e-10
1.701322,1.0333851200000001e-10
1.71133,1.2212732e-10
1.721337,1.1273292000000001e-10
1.731345,1.3152173600000002e-10
1.741353,1.2212732e-10
1.751361,1.59704e-10
1.761369,1.3152173600000002e-10
1.7713759999999998,1.40916e-10
1.7813839999999999,1.3152173600000002e-10
1.7913919999999999,1.3152173600000002e-10
1.8014,1.2212732e-10
1.811407,1.3152173600000002e-10
1.821415,1.40916e-10
1.831423,1.40916e-10
1.8414309999999998,1.40916e-10
1.8514389999999998,1.5031000000000002e-10
1.861446,1.40916e-10
1.871454,1.5031000000000002e-10
1.881462,1.40916e-10
1.89147,1.3152173600000002e-10
1.9014769999999999,1.5031000000000002e-10
1.9114849999999999,1.3152173600000002e-10
1.921493,1.5031000000000002e-10
1.931501,1.5031000000000002e-10
1.941509,1.5031000000000002e-10
1.9515159999999998,1.5031000000000002e-10
1.9615239999999998,1.59704e-10
1.9715319999999998,1.69099e-10
1.9815399999999999,1.59704e-10
1.991547,1.59704e-10
2.0015549999999998,1.5031000000000002e-10
1.991547,1.5031000000000002e-10
1.9815399999999999,1.7849300000000002e-10
1.9715319999999998,1.5031000000000002e-10
1.9615239999999998,1.69099e-10
1.9515159999999998,1.59704e-10
1.941509,1.7849300000000002e-10
1.931501,1.7849300000000002e-10
1.921493,1.59704e-10
1.9114849999999999,1.69099e-10
1.9014769999999999,1.69099e-10
1.89147,1.5031000000000002e-10
1.881462,1.69099e-10
1.871454,1.59704e-10
1.861446,1.7849300000000002e-10
1.8514389999999998,1.59704e-10
1.8414309999999998,1.69099e-10
1.831423,1.59704e-10
1.821415,1.59704e-10
1.811407,1.7849300000000002e-10
1.8014,1.69099e-10
1.7913919999999999,1.69099e-10
1.7813839999999999,1.69099e-10
1.7713759999999998,1.7849300000000002e-10
1.761369,1.7849300000000002e-10
1.751361,1.59704e-10
1.741353,1.69099e-10
1.731345,1.8788800000000002e-10
1.721337,1.7849300000000002e-10
1.71133,1.69099e-10
1.701322,1.8788800000000002e-10
1.691314,1.7849300000000002e-10
1.681306,1.59704e-10
